,name,prediction,real data
1093,Curtis,Male,Male
1094,Edmund,Male,Male
1095,Jeff,Male,Male
1096,Elias,Male,Male
1097,Harrison,Male,Male
1098,Stanley,Male,Male
1099,Columbus,Male,Male
1100,Lon,Male,Male
1101,Russell,Male,Male
1102,Solomon,Male,Male
1103,Arch,Male,Male
1104,Asa,Female,Male
1105,Clayton,Male,Male
1106,Enoch,Male,Male
1107,Irving,Male,Male
1108,Mathew,Male,Male
1109,Nathaniel,Male,Male
1110,Scott,Male,Male
1111,Hubert,Male,Male
1112,Lemuel,Male,Male
1113,Andy,Female,Male
1114,Ellis,Male,Male
1115,Emanuel,Male,Male
1116,Joshua,Male,Male
1117,Millard,Male,Male
1118,Vernon,Male,Male
1119,Wade,Male,Male
1120,Cyrus,Male,Male
1121,Miles,Male,Male
1122,Rudolph,Male,Male
1123,Sherman,Male,Male
1124,Austin,Male,Male
1125,Bill,Male,Male
1126,Chas,Male,Male
1127,Monroe,Female,Male
1128,Byron,Male,Male
1129,Edd,Male,Male
1130,Emery,Female,Male
1131,Grant,Male,Male
1132,Jerome,Male,Male
1133,Max,Male,Male
1134,Mose,Female,Male
1135,Steve,Female,Male
1136,Gordon,Male,Male
1137,Abe,Male,Male
1138,Pete,Female,Male
1139,Chris,Male,Male
1140,Clark,Male,Male
1141,Gustave,Male,Male
1142,Orville,Female,Male
1143,Lorenzo,Female,Male
1144,Bruce,Male,Male
1145,Marcus,Male,Male
1146,Preston,Male,Male
1147,Bob,Male,Male
1148,Dock,Male,Male
1149,Donald,Male,Male
1150,Jackson,Male,Male
1151,Barney,Male,Male
1152,Delbert,Male,Male
1153,Edmond,Male,Male
1154,Anderson,Male,Male
1155,Christian,Male,Male
1156,Jefferson,Male,Male
1157,Luke,Male,Male
1158,Neal,Male,Male
1159,Burt,Male,Male
1160,Ike,Male,Male
1161,Myron,Male,Male
1162,Tony,Male,Male
1163,Conrad,Male,Male
1164,Joel,Male,Male
1165,Matt,Male,Male
1166,Riley,Female,Male
1167,Vincent,Male,Male
1168,Emory,Male,Male
1169,Isaiah,Male,Male
1170,Nick,Male,Male
1171,Ezra,Female,Male
1172,Green,Male,Male
1173,Juan,Male,Male
1174,Clifton,Male,Male
1175,Lucius,Male,Male
1176,Porter,Male,Male
1177,Arnold,Male,Male
1178,Bud,Male,Male
1179,Jeremiah,Male,Male
1180,Taylor,Male,Male
1181,Forrest,Male,Male
1182,Roland,Male,Male
1183,Spencer,Male,Male
1184,Burton,Male,Male
1185,Don,Male,Male
1186,Emmet,Female,Male
1187,Gustav,Male,Male
1188,Morgan,Male,Male
1189,Ned,Male,Male
1190,Van,Male,Male
1191,Ambrose,Female,Male
1192,Chauncey,Female,Male
1193,Elisha,Female,Male
1194,Ferdinand,Male,Male
1195,General,Male,Male
1196,Julian,Male,Male
1197,Kenneth,Male,Male
1198,Mitchell,Male,Male
1199,Josh,Male,Male
1200,Judson,Male,Male
1201,Lyman,Male,Male
1202,Napoleon,Male,Male
1203,Pedro,Male,Male
1204,Berry,Male,Male
1205,Dewitt,Male,Male
1206,Ervin,Male,Male
1207,Forest,Male,Male
1208,Pink,Male,Male
1209,Ruben,Male,Male
1210,Sanford,Male,Male
1211,Ward,Male,Male
1212,Douglas,Male,Male
1213,Ole,Female,Male
1214,Omer,Male,Male
1215,Ulysses,Male,Male
1216,Walker,Male,Male
1217,Wilbert,Male,Male
1218,Adelbert,Male,Male
1219,Benjiman,Male,Male
1220,Ivan,Male,Male
1221,Jonas,Male,Male
1222,Major,Male,Male
1223,Abner,Male,Male
1224,Archibald,Male,Male
1225,Caleb,Male,Male
1226,Clint,Male,Male
1227,Dudley,Female,Male
1228,Granville,Female,Male
1229,King,Male,Male
1230,Merton,Male,Male
1231,Antonio,Male,Male
1232,Carroll,Male,Male
1233,Freeman,Male,Male
1234,Josiah,Male,Male
1235,Milo,Male,Male
1236,Royal,Male,Male
1237,Dick,Male,Male
1238,Earle,Female,Male
1239,Elza,Female,Male
1240,Emerson,Male,Male
1241,Fletcher,Male,Male
1242,Judge,Female,Male
1243,Laurence,Female,Male
1244,Neil,Male,Male
1245,Roger,Male,Male
1246,Seth,Female,Male
1247,Glen,Male,Male
1248,Hugo,Male,Male
1249,Washington,Male,Male
1250,Elwood,Male,Male
1251,Gust,Male,Male
1252,Harmon,Male,Male
1253,Jordan,Male,Male
1254,Simeon,Male,Male
1255,Wayne,Male,Male
1256,Wilber,Male,Male
1257,Clem,Male,Male
1258,Evan,Male,Male
1259,Frederic,Male,Male
1260,Irwin,Male,Male
1261,Junius,Male,Male
1262,Lafayette,Female,Male
1263,Loren,Female,Male
1264,Madison,Male,Male
1265,Mason,Male,Male
1266,Orval,Male,Male
1267,Abram,Male,Male
1268,Aubrey,Male,Male
1269,Elliott,Male,Male
1270,Hans,Male,Male
1271,Karl,Male,Male
1272,Minor,Male,Male
1273,Wash,Male,Male
1274,Wilfred,Male,Male
1275,Allan,Male,Male
1276,Alphonse,Female,Male
1277,Dallas,Male,Male
1278,Isiah,Male,Male
1279,Jason,Male,Male
1280,Johnny,Male,Male
1281,Lawson,Male,Male
1282,Lew,Male,Male
1283,Micheal,Male,Male
1284,Orin,Male,Male
1285,Addison,Male,Male
1286,Cal,Male,Male
1287,Erastus,Male,Male
1288,Francisco,Male,Male
1289,Hardy,Male,Male
1290,Lucien,Male,Male
1291,Randolph,Male,Male
1292,Stewart,Male,Male
1293,Vern,Male,Male
1294,Wilmer,Male,Male
1295,Zack,Male,Male
1296,Adrian,Male,Male
1297,Alvah,Male,Male
1298,Bertram,Male,Male
1299,Clay,Male,Male
1300,Ephraim,Male,Male
1301,Fritz,Male,Male
1302,Giles,Male,Male
1303,Grover,Male,Male
1304,Harris,Male,Male
1305,Isom,Male,Male
1306,Jesus,Male,Male
1307,Johnie,Female,Male
1308,Jonathan,Male,Male
1309,Lucian,Male,Male
1310,Malcolm,Male,Male
1311,Merritt,Male,Male
1312,Otho,Male,Male
1313,Perley,Male,Male
1314,Rolla,Female,Male
1315,Sandy,Female,Male
1316,Tomas,Male,Male
1317,Wilford,Male,Male
1318,Adolphus,Male,Male
1319,Angus,Male,Male
1320,Arther,Male,Male
1321,Carlos,Male,Male
1322,Cary,Female,Male
1323,Cassius,Male,Male
1324,Davis,Male,Male
1325,Hamilton,Male,Male
1326,Harve,Male,Male
1327,Israel,Male,Male
1328,Leander,Male,Male
1329,Melville,Female,Male
1330,Murray,Male,Male
1331,Pleasant,Male,Male
1332,Sterling,Male,Male
1333,Steven,Male,Male
1334,Axel,Male,Male
1335,Boyd,Male,Male
1336,Bryant,Male,Male
1337,Clement,Male,Male
1338,Erwin,Male,Male
1339,Ezekiel,Male,Male
1340,Foster,Male,Male
1341,Geo,Male,Male
1342,Houston,Male,Male
1343,Issac,Male,Male
1344,Jules,Male,Male
1345,Larkin,Male,Male
1346,Mat,Male,Male
1347,Morton,Male,Male
1348,Orlando,Male,Male
1349,Pierce,Male,Male
1350,Prince,Female,Male
1351,Rollie,Female,Male
1352,Rollin,Male,Male
1353,Sim,Male,Male
1354,Stuart,Male,Male
1355,Wilburn,Male,Male
1356,Bennett,Male,Male
1357,Casper,Male,Male
1358,Christ,Male,Male
1359,Egbert,Male,Male
1360,Elmo,Male,Male
1361,Gabriel,Male,Male
1362,Hector,Male,Male
1363,Horatio,Male,Male
1364,Lige,Female,Male
1365,Saul,Male,Male
1366,Smith,Male,Male
1367,Squire,Female,Male
1368,Tobe,Male,Male
1369,Wyatt,Male,Male
1370,Alford,Male,Male
1371,Alton,Male,Male
1372,Andres,Male,Male
1373,Burl,Male,Male
1374,Cicero,Male,Male
1375,Dean,Male,Male
1376,Dorsey,Female,Male
1377,Enos,Male,Male
1378,Howell,Male,Male
1379,Loyd,Male,Male
1380,Mahlon,Male,Male
1381,Nat,Female,Male
1382,Omar,Male,Male
1383,Oran,Male,Male
1384,Parker,Male,Male
1385,Raleigh,Male,Male
1386,Reginald,Male,Male
1387,Rubin,Male,Male
1388,Seymour,Male,Male
1389,Wm,Male,Male
1390,Young,Male,Male
1391,Benjamine,Female,Male
1392,Carlton,Male,Male
1393,Eldridge,Female,Male
1394,Elzie,Female,Male
1395,Garrett,Male,Male
1396,Isham,Male,Male
1397,Johnson,Male,Male
1398,Larry,Male,Male
1399,Logan,Male,Male
1400,Merrill,Male,Male
1401,Mont,Male,Male
1402,Oren,Male,Male
1403,Pierre,Male,Male
1404,Rex,Male,Male
1405,Rodney,Male,Male
1406,Ted,Male,Male
1407,Webster,Male,Male
1408,West,Male,Male
1409,Wheeler,Male,Male
1410,Willam,Male,Male
1411,Al,Male,Male
1412,Aloysius,Male,Male
1413,Alvie,Female,Male
1414,Art,Male,Male
1415,Bailey,Male,Male
1416,Benjaman,Male,Male
1417,Beverly,Female,Male
1418,Bishop,Male,Male
1419,Cloyd,Male,Male
1420,Coleman,Male,Male
1421,Dana,Female,Male
1422,Duncan,Male,Male
1423,Dwight,Male,Male
1424,Emile,Female,Male
1425,Evert,Male,Male
1426,Henderson,Male,Male
1427,Hunter,Male,Male
1428,Lem,Male,Male
1429,Luis,Male,Male
1430,Mathias,Male,Male
1431,Maynard,Male,Male
1432,Miguel,Male,Male
1433,Mortimer,Male,Male
1434,Nels,Female,Male
1435,Norris,Male,Male
1436,Pat,Male,Male
1437,Phil,Male,Male
1438,Rush,Male,Male
1439,Santiago,Male,Male
1440,Sol,Male,Male
1441,Sydney,Female,Male
1442,Thaddeus,Male,Male
1443,Thornton,Male,Male
1444,Tim,Male,Male
1445,Travis,Male,Male
1446,Truman,Male,Male
1447,Watson,Male,Male
1448,Webb,Male,Male
1449,Wellington,Male,Male
1450,Winfred,Male,Male
1451,Wylie,Female,Male
1452,Alec,Male,Male
1453,Basil,Male,Male
1454,Baxter,Male,Male
1455,Bertrand,Male,Male
1456,Buford,Male,Male
1457,Burr,Male,Male
1458,Cleveland,Male,Male
1459,Colonel,Male,Male
1460,Dempsey,Male,Male
1461,Early,Female,Male
1462,Ellsworth,Male,Male
1463,Fate,Female,Male
1464,Finley,Male,Male
1465,Gabe,Male,Male
1466,Garland,Male,Male
1467,Gerald,Male,Male
1468,Herschel,Male,Male
1469,Hezekiah,Male,Male
1470,Justus,Male,Male
1471,Lindsey,Female,Male
1472,Marcellus,Male,Male
1473,Olaf,Male,Male
1474,Olin,Male,Male
1475,Pablo,Male,Male
1476,Rolland,Male,Male
1477,Turner,Male,Male
1478,Verne,Female,Male
1479,Volney,Female,Male
1480,Williams,Male,Male
1481,Almon,Male,Male
1482,Alois,Male,Male
1483,Alonza,Female,Male
1484,Anson,Male,Male
1485,Authur,Male,Male
1486,Benton,Male,Male
1487,Billie,Female,Male
1488,Cornelious,Male,Male
1489,Darius,Male,Male
1490,Denis,Male,Male
1491,Dillard,Male,Male
1492,Doctor,Male,Male
1493,Elvin,Male,Male
1494,Eric,Male,Male
1495,Evans,Male,Male
1496,Gideon,Male,Male
1497,Haywood,Male,Male
1498,Hilliard,Male,Male
1499,Hosea,Female,Male
1500,Lincoln,Female,Male
1501,Lonzo,Male,Male
1502,Lucious,Male,Male
1503,Lum,Male,Male
1504,Malachi,Female,Male
1505,Newt,Male,Male
1506,Noel,Male,Male
1507,Orie,Female,Male
1508,Palmer,Male,Male
1509,Pinkney,Male,Male
1510,Sumner,Male,Male
1511,Terry,Male,Male
1512,Urban,Male,Male
1513,Uriah,Male,Male
1514,Valentine,Female,Male
1515,Waldo,Male,Male
1516,Warner,Male,Male
1517,Wong,Male,Male
1518,Zeb,Male,Male
1519,Abel,Male,Male
1520,Alden,Male,Male
1521,Archer,Male,Male
1522,Avery,Female,Male
1523,Carson,Male,Male
1524,Cullen,Male,Male
1525,Doc,Male,Male
1526,Eben,Male,Male
1527,Elige,Female,Male
1528,Elmore,Female,Male
1529,Ernst,Male,Male
1530,Finis,Male,Male
1531,Godfrey,Male,Male
1532,Guss,Male,Male
1533,Hamp,Male,Male
1534,Hermann,Male,Male
1535,Isadore,Female,Male
1536,Isreal,Male,Male
1537,Jones,Male,Male
1538,Lafe,Female,Male
1539,Leland,Male,Male
1540,Llewellyn,Female,Male
1541,Ludwig,Male,Male
1542,Manford,Male,Male
1543,Maxwell,Male,Male
1544,Obie,Female,Male
1545,Octave,Male,Male
1546,Orrin,Male,Male
1547,Oswald,Male,Male
1548,Park,Male,Male
1549,Parley,Female,Male
1550,Ramon,Male,Male
1551,Rice,Female,Male
1552,Stonewall,Male,Male
1553,Tillman,Male,Male
1554,Aron,Male,Male
1555,Ashley,Female,Male
1556,Bernhard,Male,Male
1557,Berton,Male,Male
1558,Buster,Male,Male
1559,Butler,Male,Male
1560,Carleton,Male,Male
1561,Clarance,Female,Male
1562,Crawford,Male,Male
1563,Danial,Male,Male
1564,Dayton,Male,Male
1565,Dolphus,Male,Male
1566,Elder,Male,Male
1567,Ephriam,Male,Male
1568,Fayette,Female,Male
1569,Felipe,Female,Male
1570,Fernando,Male,Male
1571,Flem,Male,Male
1572,Ford,Male,Male
1573,Harlan,Male,Male
1574,Hayes,Male,Male
1575,Henery,Male,Male
1576,Hoy,Male,Male
1577,Huston,Male,Male
1578,Ivory,Male,Male
1579,Jonah,Male,Male
1580,Justin,Male,Male
1581,Lenard,Male,Male
1582,Leopold,Male,Male
1583,Lionel,Male,Male
1584,Manley,Female,Male
1585,Marquis,Male,Male
1586,Marshal,Male,Male
1587,Mart,Male,Male
1588,Odie,Female,Male
1589,Olen,Male,Male
1590,Oral,Male,Male
1591,Orley,Male,Male
1592,Otha,Female,Male
1593,Press,Male,Male
1594,Price,Female,Male
1595,Quincy,Male,Male
1596,Randall,Male,Male
1597,Rich,Male,Male
1598,Richmond,Male,Male
1599,Romeo,Male,Male
1600,Russel,Male,Male
1601,Rutherford,Male,Male
1602,Shade,Female,Male
1603,Shelby,Female,Male
1604,Solon,Male,Male
1605,Thurman,Male,Male
1606,Tilden,Male,Male
1607,Troy,Female,Male
1608,Woodson,Male,Male
1609,Worth,Male,Male
1610,Aden,Male,Male
1611,Alcide,Female,Male
1612,Alf,Male,Male
1613,Algie,Female,Male
1614,Arlie,Female,Male
1615,Bart,Male,Male
1616,Bedford,Male,Male
1617,Benito,Male,Male
1618,Billy,Female,Male
1619,Birt,Male,Male
1620,Bruno,Male,Male
1621,Burley,Male,Male
1622,Chancy,Male,Male
1623,Claus,Male,Male
1624,Cliff,Male,Male
1625,Clovis,Male,Male
1626,Creed,Male,Male
1627,Delos,Male,Male
1628,Duke,Male,Male
1629,Eber,Male,Male
1630,Eligah,Female,Male
1631,Elliot,Male,Male
1632,Elton,Male,Male
1633,Emmitt,Male,Male
1634,Gene,Female,Male
1635,Golden,Male,Male
1636,Hal,Male,Male
1637,Hardin,Male,Male
1638,Harman,Male,Male
1639,Hervey,Male,Male
1640,Hollis,Male,Male
1641,Ivey,Female,Male
1642,Len,Male,Male
1643,Lindsay,Female,Male
1644,Lonie,Female,Male
1645,Lyle,Female,Male
1646,Mac,Male,Male
1647,Mal,Male,Male
1648,Math,Male,Male
1649,Miller,Male,Male
1650,Orson,Male,Male
1651,Osborne,Female,Male
1652,Percival,Male,Male
1653,Pleas,Male,Male
1654,Ples,Male,Male
1655,Rafael,Male,Male
1656,Raoul,Male,Male
1657,Roderick,Male,Male
1658,Shelton,Male,Male
1659,Sid,Male,Male
1660,Theron,Male,Male
1661,Tobias,Male,Male
1662,Toney,Male,Male
1663,Tyler,Male,Male
1664,Vance,Female,Male
1665,Walton,Male,Male
1666,Watt,Male,Male
1667,Weaver,Male,Male
1668,Wilton,Male,Male
1669,Adolf,Male,Male
1670,Albin,Male,Male
1671,Albion,Male,Male
1672,Allison,Male,Male
1673,Alpheus,Male,Male
1674,Anastacio,Male,Male
1675,Andre,Female,Male
1676,Arlington,Male,Male
1677,Armand,Male,Male
1678,Asberry,Male,Male
1679,Asbury,Female,Male
1680,Asher,Male,Male
1681,Augustin,Male,Male
1682,Auther,Male,Male
1683,Author,Male,Male
1684,Ballard,Male,Male
1685,Blas,Male,Male
1686,Caesar,Male,Male
1687,Candido,Male,Male
1688,Cato,Female,Male
1689,Clarke,Female,Male
1690,Clemente,Male,Male
1691,Colin,Male,Male
1692,Commodore,Female,Male
1693,Coy,Female,Male
1694,Cruz,Female,Male
1695,Curt,Male,Male
1696,Damon,Male,Male
1697,Davie,Female,Male
1698,Delmar,Male,Male
1699,Dexter,Male,Male
1700,Doss,Male,Male
1701,Drew,Male,Male
1702,Edson,Male,Male
1703,Elam,Male,Male
1704,Elihu,Female,Male
1705,Ernie,Female,Male
1706,Ferd,Male,Male
1707,Friend,Male,Male
1708,Garry,Male,Male
1709,Gary,Male,Male
1710,Gustaf,Male,Male
1711,Hampton,Male,Male
1712,Harrie,Female,Male
1713,Hence,Male,Male
1714,Hillard,Male,Male
1715,Hollie,Female,Male
1716,Holmes,Male,Male
1717,Hyman,Male,Male
1718,Ishmael,Male,Male
1719,Jarrett,Male,Male
1720,Jessee,Female,Male
1721,Joeseph,Male,Male
1722,Junious,Male,Male
1723,Kirk,Male,Male
1724,Levy,Female,Male
1725,Mervin,Male,Male
1726,Michel,Male,Male
1727,Milford,Male,Male
1728,Mitchel,Male,Male
1729,Noble,Female,Male
1730,Obed,Male,Male
1731,Orren,Male,Male
1732,Ottis,Male,Male
1733,Rafe,Male,Male
1734,Redden,Male,Male
1735,Reese,Female,Male
1736,Rube,Male,Male
1737,Rupert,Male,Male
1738,Salomon,Male,Male
1739,Sanders,Male,Male
1740,Soloman,Male,Male
1741,Stacy,Male,Male
1742,Stanford,Male,Male
1743,Stanton,Male,Male
1744,Thad,Male,Male
1745,Titus,Male,Male
1746,Tracy,Male,Male
1747,Wendell,Male,Male
1748,Wilhelm,Male,Male
1749,Willian,Male,Male
1750,Yee,Female,Male
1751,Zeke,Female,Male
1752,Ab,Male,Male
1753,Abbott,Male,Male
1754,Agustus,Male,Male
1755,Albertus,Male,Male
1756,Almer,Male,Male
1757,Alphonso,Male,Male
1758,Alvia,Female,Male
1759,Arvid,Male,Male
1760,Ashby,Female,Male
1761,Aurthur,Male,Male
1762,Babe,Male,Male
1763,Baldwin,Male,Male
1764,Barnett,Male,Male
1765,Bartholomew,Male,Male
1766,Barton,Male,Male
1767,Bernie,Female,Male
1768,Blaine,Female,Male
1769,Boston,Male,Male
1770,Brad,Male,Male
1771,Bradford,Male,Male
1772,Bradley,Male,Male
1773,Brooks,Male,Male
1774,Buck,Male,Male
1775,Budd,Male,Male
1776,Ceylon,Male,Male
1777,Chalmers,Male,Male
1778,Chesley,Female,Male
1779,Chin,Male,Male
1780,Crockett,Male,Male
1781,Cyril,Male,Male
1782,Denver,Male,Male
1783,Dow,Male,Male
1784,Duff,Male,Male
1785,Edie,Female,Male
1786,Elick,Male,Male
1787,Elie,Female,Male
1788,Eliga,Female,Male
1789,Eliseo,Female,Male
1790,Elroy,Female,Male
1791,Ely,Female,Male
1792,Ennis,Male,Male
1793,Enrique,Female,Male
1794,Erasmus,Male,Male
1795,Esau,Female,Male
1796,Everette,Female,Male
1797,Firman,Male,Male
1798,Fleming,Male,Male
1799,Gardner,Male,Male
1800,Gee,Female,Male
1801,Gorge,Male,Male
1802,Gottlieb,Male,Male
1803,Gregorio,Male,Male
1804,Gregory,Male,Male
1805,Gustavus,Male,Male
1806,Halsey,Male,Male
1807,Handy,Female,Male
1808,Hardie,Female,Male
1809,Harl,Male,Male
1810,Hayden,Male,Male
1811,Hays,Male,Male
1812,Hermon,Male,Male
1813,Hershel,Male,Male
1814,Holly,Female,Male
1815,Hosteen,Male,Male
1816,Hoyt,Male,Male
1817,Hudson,Male,Male
1818,Huey,Male,Male
1819,Humphrey,Male,Male
1820,Hunt,Male,Male
1821,Hyrum,Male,Male
1822,Irven,Male,Male
1823,Isam,Male,Male
1824,Jabez,Male,Male
1825,Jodie,Female,Male
1826,Judd,Male,Male
1827,Julious,Male,Male
1828,Justice,Female,Male
1829,Kelly,Female,Male
1830,Kit,Male,Male
1831,Knute,Female,Male
1832,Lavern,Male,Male
1833,Lawyer,Male,Male
1834,Layton,Male,Male
1835,Leonidas,Male,Male
1836,Lewie,Female,Male
1837,Linwood,Male,Male
1838,Loran,Male,Male
1839,Lorin,Female,Male
1840,Mace,Female,Male
1841,Malcom,Male,Male
1842,Manly,Female,Male
1843,Manson,Male,Male
1844,Matthias,Male,Male
1845,Merida,Female,Male
1846,Miner,Male,Male
1847,Montgomery,Female,Male
1848,Moroni,Female,Male
1849,Murdock,Male,Male
1850,Nate,Female,Male
1851,Nathanial,Male,Male
1852,Nimrod,Male,Male
1853,Norval,Male,Male
1854,Nova,Female,Male
1855,Orion,Male,Male
1856,Orla,Female,Male
1857,Orrie,Female,Male
1858,Payton,Male,Male
1859,Philo,Male,Male
1860,Phineas,Male,Male
1861,Presley,Male,Male
1862,Ransom,Male,Male
1863,Reece,Female,Male
1864,Rene,Female,Male
1865,Roswell,Male,Male
1866,Rowland,Male,Male
1867,Sampson,Male,Male
1868,Samual,Male,Male
1869,Santos,Male,Male
1870,Schuyler,Male,Male
1871,Sheppard,Male,Male
1872,Spurgeon,Male,Male
1873,Starling,Male,Male
1874,Sylvanus,Male,Male
1875,Theadore,Female,Male
1876,Theophile,Female,Male
1877,Tilmon,Male,Male
1878,Tommy,Female,Male
1879,Unknown,Male,Male
1880,Vann,Female,Male
1881,Wes,Male,Male
1882,Winston,Male,Male
1883,Wood,Male,Male
1884,Woodie,Female,Male
1885,Worthy,Male,Male
1886,Wright,Male,Male
1887,York,Male,Male
1888,Zachariah,Male,Male
1889,Adell,Male,Female
1890,Celeste,Female,Female
1891,Audrey,Female,Female
1892,Zadie,Female,Female
1893,Aura,Female,Female
1894,Elta,Female,Female
1895,Eveline,Female,Female
1896,Lelah,Male,Female
1897,Nanie,Female,Female
1898,Petra,Female,Female
1899,Elvie,Female,Female
1900,Glennie,Female,Female
1901,Juliette,Female,Female
1902,Mannie,Female,Female
1903,Mercy,Female,Female
1904,Miranda,Female,Female
1905,Nana,Female,Female
1906,Zilpah,Male,Female
1907,Almedia,Female,Female
1908,Berdie,Female,Female
1909,Byrdie,Female,Female
1910,Claribel,Male,Female
1911,Coral,Male,Female
1912,Edwina,Female,Female
1913,Exie,Female,Female
1914,Justine,Female,Female
1915,Malissie,Female,Female
1916,Myrtice,Female,Female
1917,Narcissus,Male,Female
1918,Rosamond,Male,Female
1919,Theresia,Female,Female
1920,Valeria,Female,Female
1921,Vessie,Female,Female
1922,Victorine,Female,Female
1923,Alfreda,Female,Female
1924,Alicia,Female,Female
1925,Arabella,Female,Female
1926,Arminda,Female,Female
1927,Audie,Female,Female
1928,Cammie,Female,Female
1929,Carmen,Male,Female
1930,Dottie,Female,Female
1931,Flo,Male,Female
1932,Fredericka,Female,Female
1933,Gloria,Female,Female
1934,Gusta,Female,Female
1935,Icie,Female,Female
