title,authors,nom,prenom,rank_author,year,sex,first_author_sex
Qualité et datawarehouse dans le milieu hospitalier.,"['Alain Livartowski', 'François Gros', 'Mireille Cosquer']","['Livartowski', 'Gros', 'Cosquer']","['Alain', 'Francois', 'Mireille']","[3, 2, 1]","['2004', '2004', '2004']","['Male', 'Male', 'Female']","[nan, nan, 'Female']"
RAS - Un outil pour l&apos;annotation de documents basée sur les liens de citation.,"['Danièle Hérin', 'Lylia Abrouk']","['Hérin', 'Abrouk']","['Daniele', 'Lylia']","[2, 1]","['2007', '2007']","['Female', 'Female']","[nan, 'Female']"
RDBToOnto - un logiciel dédié à l&apos;apprentissage d&apos;ontologies à partir de bases de données relationnelles.,['Farid Cerbah'],['Cerbah'],['Farid'],[1],['2009'],['Male'],['Male']
RICSH - Recherche d&apos;information contextuelle par segmentation thématique de documents.,"['Fadila Bentayeb', 'Omar Boussaid', 'Rachid Aknouche']","['Bentayeb', 'Boussaid', 'Aknouche']","['Fadila', 'Omar', 'Rachid']","[3, 2, 1]","['2012', '2012', '2012']","['Female', 'Male', 'Male']","[nan, nan, 'Male']"
Raisonnement en gestion des compétences.,"['Emmanuel Blanchard', 'Henri Briand', 'Mounira Harzallah']","['Blanchard', 'Briand', 'Harzallah']","['Emmanuel', 'Henri', 'Mounira']","[1, 3, 2]","['2005', '2005', '2005']","['Male', 'Male', 'Female']","['Male', nan, nan]"
Recent advances in partitioning clustering algorithms for interval-valued data.,['Francisco de Assis Tenório de Carvalho'],['de'],['Francisco'],[1],['2010'],['Male'],['Male']
Recherche adaptative de structures de régulation génétique.,"['Céline Rouveirol', 'Mohamed Elati']","['Rouveirol', 'Elati']","['Celine', 'Mohamed']","[2, 1]","['2008', '2008']","['Female', 'Male']","[nan, 'Male']"
Recherche dans de grandes bases d&apos;images fixes - une nouvelle approche guidée par les règles d&apos;association.,"['Anicet Kouomou Choupo', 'Annie Morin', 'Laure Berti-Équille']","['Kouomou', 'Morin', 'Berti-Équille']","['Anicet', 'Annie', 'Laure']","[1, 2, 3]","['2004', '2004', '2004']","['Female', 'Female', 'Female']","['Female', nan, nan]"
Recherche de dépendances fonctionnelles et de règles d&apos;association avec OLAP.,"['Pierre Allard', 'Sébastien Ferré']","['Allard', 'Ferré']","['Pierre', 'Sebastien']","[1, 2]","['2010', '2010']","['Male', 'Male']","['Male', nan]"
Recherche de règles d&apos;association hiérarchiques par une approche anthropocentrée.,"['Brigitte Noiret', 'Engelbert Mephu Nguifo', 'Olivier Couturier']","['Noiret', 'Mephu', 'Couturier']","['Brigitte', 'Engelbert', 'Olivier']","[3, 2, 1]","['2004', '2004', '2004']","['Female', 'Male', 'Male']","[nan, nan, 'Male']"
Recherche en temps réel de préfixes massifs hiérarchiques dans un réseau IP à l&apos;aide de techniques de stream mining.,"['Fabrice Clérot', 'Pascal Cheung-Mon-Chan']","['Clérot', 'Cheung-Mon-Chan']","['Fabrice', 'Pascal']","[2, 1]","['2006', '2006']","['Male', 'Male']","[nan, 'Male']"
Reconnaissance automatique d&apos;évènements survenant sur patients en réanimation à l&apos;aide d&apos;une méthode adaptative d&apos;extraction en ligne d&apos;épisodes temporels.,['Sylvie Charbonnier'],['Charbonnier'],['Sylvie'],[1],['2006'],['Female'],['Female']
Reconnaissance automatique de concepts à partir d&apos;une ontologie.,"['Sylvie Desprès', 'Valentina Ceausu']","['Desprès', 'Ceausu']","['Sylvie', 'Valentina']","[2, 1]","['2006', '2006']","['Female', 'Female']","[nan, 'Female']"
Reconnaissance d&apos;actions par modélisation du mouvement.,"['Adel Lablack', 'Chabane Djeraba', 'Thierry Urruty', 'Yassine Benabbas']","['Lablack', 'Djeraba', 'Urruty', 'Benabbas']","['Adel', 'Chabane', 'Thierry', 'Yassine']","[2, 4, 3, 1]","['2011', '2011', '2011', '2011']","['Male', 'Male', 'Male', 'Male']","[nan, nan, nan, 'Male']"
Reconstruction dynamique de documents.,"['Florence Sèdes', 'Ikram Amous']","['Sèdes', 'Amous']","['Florence', 'Ikram']","[2, 1]","['2002', '2002']","['Female', 'Male']","[nan, 'Male']"
Reconstruction et analyse sémantique de chronologies cybercriminelles.,"['Aurélie Bertaux', 'Christophe Nicolle', 'Yoan Chabot']","['Bertaux', 'Nicolle', 'Chabot']","['Aurelie', 'Christophe', 'Yoan']","[2, 4, 1]","['2014', '2014', '2014']","['Female', 'Male', 'Male']","[nan, nan, 'Male']"
Regroupement des définitions de sigles biomédicaux.,"['Hanine Hamzioui', 'Isabelle Mougenot', 'Mathieu Roche', 'Mickaël Hatchi', 'Ousmane Djanga']","['Hamzioui', 'Mougenot', 'Roche', 'Hatchi', 'Djanga']","['Hanine', 'Isabelle', 'Mathieu', 'Mickael', 'Ousmane']","[2, 4, 5, 3, 1]","['2009', '2009', '2009', '2009', '2009']","['Male', 'Female', 'Male', 'Male', 'Male']","[nan, nan, nan, nan, 'Male']"
Renseigner la qualité des connaissances par la fusion d&apos;indicateurs sur la qualité des données.,['Laure Berti-Équille'],['Berti-Équille'],['Laure'],[1],['2003'],['Female'],['Female']
Representative training sets for classification and the variability of empirical distributions.,"['Dan A. Simovici', 'Saaid Baraty']","['A.', 'Baraty']","['Dan', 'Saaid']","[2, 1]","['2014', '2014']","['Male', 'Male']","[nan, 'Male']"
Représentation compacte du contenu de sources RDF.,"['Adrien Basse', 'Fabien Gandon', 'Isabelle Mirbel', 'Moussa Lo']","['Basse', 'Gandon', 'Mirbel', 'Lo']","['Adrien', 'Fabien', 'Isabelle', 'Moussa']","[1, 2, 3, 4]","['2012', '2012', '2012', '2012']","['Male', 'Male', 'Female', 'Male']","['Male', nan, nan, nan]"
Représentations de services web - impact sur la découverte et la recommandation.,"['Mohamed Quafafou', 'Mustapha Aznag', 'Nicolas Durand', 'Zahi Jarir']","['Quafafou', 'Aznag', 'Durand', 'Jarir']","['Mohamed', 'Mustapha', 'Nicolas', 'Zahi']","[2, 1, 3, 4]","['2012', '2012', '2012', '2012']","['Male', 'Male', 'Male', 'Female']","[nan, 'Male', nan, nan]"
Requêtes Skyline avec prise en compte des préférences utilisateurs pour des données volumineuses.,"['Maguelonne Teisseire', 'Pascal Poncelet', 'Sandra Bringay', 'Tassadit Bouadi']","['Teisseire', 'Poncelet', 'Bringay', 'Bouadi']","['Maguelonne', 'Pascal', 'Sandra', 'Tassadit']","[4, 3, 2, 1]","['2010', '2010', '2010', '2010']","['Female', 'Male', 'Female', 'UKN']","[nan, nan, nan, 'UKN']"
Requêtes Skyline en présence des données évidentielles.,"['Allel HadjAli', 'Boutheina Ben Yaghlane', 'Karim Benouaret', 'Mohamed Anis Bach Tobji', 'Sayda Elmi']","['HadjAli', 'Ben', 'Benouaret', 'Anis', 'Elmi']","['Allel', 'Boutheina', 'Karim', 'Mohamed', 'Sayda']","[3, 5, 2, 4, 1]","['2015', '2015', '2015', '2015', '2015']","['UKN', 'Female', 'Male', 'Male', 'Female']","[nan, nan, nan, nan, 'Female']"
Règles d&apos;association avec une prémisse composée - mesure du gain d&apos;information.,"['Claire François', 'Martine Cadot', 'Pascal Cuxac']","['François', 'Cadot', 'Cuxac']","['Claire', 'Martine', 'Pascal']","[3, 1, 2]","['2006', '2006', '2006']","['Female', 'Female', 'Male']","[nan, 'Female', nan]"
Règles de propagation pour la création d&apos;ontologies d&apos;annotation de ressources.,"['Danièle Hérin', 'Lylia Abrouk', 'Michel Sala', 'Pierre Pompidor']","['Hérin', 'Abrouk', 'Sala', 'Pompidor']","['Daniele', 'Lylia', 'Michel', 'Pierre']","[3, 1, 4, 2]","['2005', '2005', '2005', '2005']","['Female', 'Female', 'Male', 'Male']","[nan, 'Female', nan, nan]"
Ré-identification de personnes dans les journaux télévisés basée sur les Histogrammes spatio-temporels.,"['Amel Aissaoui', 'Chabane Djeraba', 'Jean Martinet', 'Rémi Auguste']","['Aissaoui', 'Djeraba', 'Martinet', 'Auguste']","['Amel', 'Chabane', 'Jean', 'Remi']","[2, 4, 3, 1]","['2012', '2012', '2012', '2012']","['Male', 'Male', 'Male', 'Male']","[nan, nan, nan, 'Male']"
Réconciliation des profils dans les réseaux sociaux.,"['Antonio Penta', 'Coriane Nana Jipmo', 'Gianluca Quercini', 'Nacéra Bennacer']","['Penta', 'Nana', 'Quercini', 'Bennacer']","['Antonio', 'Coriane', 'Gianluca', 'Nacera']","[3, 2, 4, 1]","['2014', '2014', '2014', '2014']","['Male', 'Female', 'Male', 'Female']","[nan, nan, nan, 'Female']"
Réduction d&apos;un jeu de règles d&apos;association par des méta-règles issues de la logique du &quot;sens commun&quot;.,"['Amedeo Napoli', 'Joseph di Martino', 'Martine Cadot']","['Napoli', 'di', 'Cadot']","['Amedeo', 'Joseph', 'Martine']","[3, 2, 1]","['2004', '2004', '2004']","['Male', 'Male', 'Female']","[nan, nan, 'Female']"
Réduction des colonnes d&apos;un tableau de données par quasi-équivalence entre variables.,"['Fabrice Guillet', 'Jacques Philippe', 'Robin Gras', 'Régis Gras']","['Guillet', 'Philippe', 'Gras', 'Gras']","['Fabrice', 'Jacques', 'Robin', 'Regis']","[2, 4, 3, 1]","['2002', '2002', '2002', '2002']","['Male', 'Male', 'Male', 'Male']","[nan, nan, nan, 'Male']"
Réduction du coût d&apos;évaluation d&apos;une règle relationnelle.,"['Agnès Braud', 'Teddy Turmeaux']","['Braud', 'Turmeaux']","['Agnes', 'Teddy']","[1, 2]","['2004', '2004']","['Female', 'Male']","['Female', nan]"
Régression linéaire symbolique avec variables taxonomiques.,"['Edwin Diday', 'Filipe Afonso', 'Lynne Billard']","['Diday', 'Afonso', 'Billard']","['Edwin', 'Filipe', 'Lynne']","[3, 1, 2]","['2004', '2004', '2004']","['Male', 'Male', 'Female']","[nan, 'Male', nan]"
Réseau bayésien pour la gestion de l&apos;obsolescence dans une base d&apos;informations en vue de l&apos;évaluation du risque de chute des personnes âgées.,"['Ali Ben Mrad', 'Emmanuelle Grislin-Le Strugeon', 'Salma Chaieb', 'Véronique Delcroix']","['Ben', 'Grislin-Le', 'Chaieb', 'Delcroix']","['Ali', 'Emmanuelle', 'Salma', 'Veronique']","[3, 4, 1, 2]","['2018', '2018', '2018', '2018']","['Male', 'Female', 'Female', 'Female']","[nan, nan, 'Female', nan]"
Résumé de cubes de données multidimensionnelles à l&apos;aide de règles floues.,"['Anne Laurent', 'Dominique Laurent', 'Pierre Maussion', 'Yeow Wei Choong']","['Laurent', 'Laurent', 'Maussion', 'Wei']","['Anne', 'Dominique', 'Pierre', 'Yeow']","[2, 3, 4, 1]","['2004', '2004', '2004', '2004']","['Female', 'Male', 'Male', 'Female']","[nan, nan, nan, 'Female']"
Résumés et interrogations de logs de requête OLAP.,"['Elsa Negre', 'Julien Aligon', 'Patrick Marcel']","['Negre', 'Aligon', 'Marcel']","['Elsa', 'Julien', 'Patrick']","[3, 1, 2]","['2011', '2011', '2011']","['Female', 'Male', 'Male']","[nan, 'Male', nan]"
Réutiliser les connaissances d&apos;expert pour assister l&apos;analyse de l&apos;activité sur simulateur pleine échelle de conduite de centrale nucléaire - Approche à base de M-Trace.,"['Karim Sehaba', 'Olivier Champalle']","['Sehaba', 'Champalle']","['Karim', 'Olivier']","[2, 1]","['2013', '2013']","['Male', 'Male']","[nan, 'Male']"
"SNOW, un algorithme exploratoire pour le subspace clustering.","['Nicolas Labroche', 'Sylvain Dormieu']","['Labroche', 'Dormieu']","['Nicolas', 'Sylvain']","[2, 1]","['2013', '2013']","['Male', 'Male']","[nan, 'Male']"
SSC - statistical subspace clustering.,"['Fabien Torre', 'Isabelle Tellier', 'Laurent Candillier', 'Olivier Bousquet']","['Torre', 'Tellier', 'Candillier', 'Bousquet']","['Fabien', 'Isabelle', 'Laurent', 'Olivier']","[3, 2, 1, 4]","['2005', '2005', '2005', '2005']","['Male', 'Female', 'Male', 'Male']","[nan, nan, 'Male', nan]"
Sampling Strategies for Finding Frequent Sets.,"['Gemma Casas-Garriga', 'Jaume Baixeries']","['Casas-Garriga', 'Baixeries']","['Gemma', 'Jaume']","[2, 1]","['2003', '2003']","['Female', 'Male']","[nan, 'Male']"
Script alignment based video retrieval.,"['Hanêne Ben-Abdallah', 'Liming Chen 0002', 'Nadia Bouassida', 'Walid Mahdi']","['Ben-Abdallah', 'Chen', 'Bouassida', 'Mahdi']","['Hanene', 'Liming', 'Nadia', 'Walid']","[2, 4, 1, 3]","['2001', '2001', '2001', '2001']","['Male', 'Male', 'Female', 'Male']","[nan, nan, 'Female', nan]"
Simplification de données de vol pour un stockage optimal et une visualisation accélérée.,"['Ibrahim Chahid', 'Loic Martin', 'Mohamed Mosbah', 'Sofian Maabout']","['Chahid', 'Martin', 'Mosbah', 'Maabout']","['Ibrahim', 'Loic', 'Mohamed', 'Sofian']","[1, 3, 4, 2]","['2010', '2010', '2010', '2010']","['Male', 'Male', 'Male', 'Male']","['Male', nan, nan, nan]"
Sous-bases k-faibles pour des règles d&apos;association valides au sens de la confiance.,"['Jean Diatta', 'Régis Girard']","['Diatta', 'Girard']","['Jean', 'Regis']","[1, 2]","['2007', '2007']","['Male', 'Male']","['Male', nan]"
Stratégies argumentatives pour la classification collaborative multicritères des connaissances cruciales.,"['Inès Saad', 'Sarra Bouzayane']","['Saad', 'Bouzayane']","['Ines', 'Sarra']","[2, 1]","['2014', '2014']","['Female', 'Female']","[nan, 'Female']"
Structuration de comportements de réponse à un questionnaire par des méthodes multidimensionnelles.,"['Jacques Philippe', 'Philippe Peter', 'Régis Gras', 'Serge Baquédano']","['Philippe', 'Peter', 'Gras', 'Baquédano']","['Jacques', 'Philippe', 'Regis', 'Serge']","[4, 2, 1, 3]","['2003', '2003', '2003', '2003']","['Male', 'Male', 'Male', 'Male']","[nan, nan, 'Male', nan]"
SweetDeki - le wiki sémantique couteau suisse du réseau social ISICIL.,"['Guillaume Husson', 'Michel Buffa', 'Nicolas Delaforge']","['Husson', 'Buffa', 'Delaforge']","['Guillaume', 'Michel', 'Nicolas']","[2, 1, 3]","['2012', '2012', '2012']","['Male', 'Male', 'Male']","[nan, 'Male', nan]"
Système multi-agent argumentatif pour la classification des connaissances cruciales.,"['Imène Brigui', 'Inès Saad']","['Brigui', 'Saad']","['Imene', 'Ines']","[1, 2]","['2008', '2008']","['Female', 'Female']","['Female', nan]"
Sélection Bayésienne de Modèles avec Prior Dépendant des Données.,['Marc Boullé'],['Boullé'],['Marc'],[1],['2012'],['Male'],['Male']
Sélection ciblée des descripteurs visuels pour la recherche dimages - une approche basée sur les règles dassociation.,"['Hajer Baazaoui Zghal', 'Herman Akdag', 'Nedra Mellouli', 'Olfa Allani']","['Baazaoui', 'Akdag', 'Mellouli', 'Allani']","['Hajer', 'Herman', 'Nedra', 'Olfa']","[3, 4, 2, 1]","['2017', '2017', '2017', '2017']","['Female', 'Male', 'UKN', 'UKN']","[nan, nan, nan, 'UKN']"
Sélection d&apos;attributs en apprentissage relationnel.,['Érick Alphonse'],['Alphonse'],['Erick'],[1],['2002'],['Male'],['Male']
Sélection d&apos;attributs et classification d&apos;objets complexes.,"['Alexandre Blansché', 'Pierre Gançarski']","['Blansché', 'Gançarski']","['Alexandre', 'Pierre']","[1, 2]","['2004', '2004']","['Male', 'Male']","['Male', nan]"
Sélection d&apos;une méthode de classification multi-label pour un système interactif.,"['Frank Meyer', 'Noureddine Yacine Nair Benrekia', 'Pascale Kuntz']","['Meyer', 'Yacine', 'Kuntz']","['Frank', 'Noureddine', 'Pascale']","[3, 1, 2]","['2014', '2014', '2014']","['Male', 'Male', 'Female']","[nan, 'Male', nan]"
Sélection de prototypes en vue d&apos;une catégorisation de textes avec les K plus proches voisins - étude comparative.,"['Baghdad Atmani', 'Bouziane Beldjilali', 'Fatiha Barigou', 'Naouel Barigou']","['Atmani', 'Beldjilali', 'Barigou', 'Barigou']","['Baghdad', 'Bouziane', 'Fatiha', 'Naouel']","[3, 4, 1, 2]","['2014', '2014', '2014', '2014']","['Male', 'Male', 'Female', 'Female']","[nan, nan, 'Female', nan]"
Sélection de variables non supervisée sous contraintes hiérarchiques.,"['Hanane Azzag', 'Mustapha Lebbah', 'Nhat-Quang Doan']","['Azzag', 'Lebbah', 'Doan']","['Hanane', 'Mustapha', 'Nhat-Quang']","[2, 3, 1]","['2013', '2013', '2013']","['Female', 'Male', 'UKN']","[nan, nan, 'UKN']"
Sélection et transformation de variables pour la classification Multi-Label par une approche MDL.,"['Marc Boullé', 'Nicolas Voisine', 'Sènami C. Fréjus Ahomagnon']","['Boullé', 'Voisine', 'C.']","['Marc', 'Nicolas', 'Senami']","[3, 2, 1]","['2017', '2017', '2017']","['Male', 'Male', 'UKN']","[nan, nan, 'UKN']"
Sémantique des données d&apos;observation en neuro-imagerie selon un point de vue réaliste.,"['Bernard Gibaud', 'Emna Amdouni']","['Gibaud', 'Amdouni']","['Bernard', 'Emna']","[2, 1]","['2018', '2018']","['Male', 'Female']","[nan, 'Female']"
Sémantique et contextes conceptuels pour la recherche d&apos;information.,"['Bénédicte Le Grand', 'Marie-Aude Aufaure', 'Michel Soto']","['Le', 'Aufaure', 'Soto']","['Benedicte', 'Marie-Aude', 'Michel']","[2, 1, 3]","['2007', '2007', '2007']","['UKN', 'Female', 'Male']","[nan, 'Female', nan]"
Sémantique et réutilisation d&apos;ontologie générique.,"['Sylvie Desprès', 'Sylvie Szulman']","['Desprès', 'Szulman']","['Sylvie', 'Sylvie']","[1, 2]","['2008', '2008']","['Female', 'Female']","['Female', nan]"
"TQC - un indice d&apos;évaluation de la détection d&apos;événements rares, une application au ciblage en marketing.","['Jean-Hugues Chauchat', 'Ricco Rakotomalala']","['Chauchat', 'Rakotomalala']","['Jean-Hugues', 'Ricco']","[1, 2]","['2001', '2001']","['Male', 'Male']","['Male', nan]"
"Taaable - système de recherche et de création, par adaptation, de recettes de cuisine.","['Amélie Cordier', 'Emmanuel Nauer', 'Jean Lieber', 'Yannick Toussaint']","['Cordier', 'Nauer', 'Lieber', 'Toussaint']","['Amelie', 'Emmanuel', 'Jean', 'Yannick']","[1, 3, 2, 4]","['2009', '2009', '2009', '2009']","['Female', 'Male', 'Male', 'Male']","['Female', nan, nan, nan]"
"Taking ontological commitments seriously - FOLaw, a functional core ontology of legal knowledge.","['Joost Breuker', 'Radboud Winkels']","['Breuker', 'Winkels']","['Joost', 'Radboud']","[1, 2]","['2002', '2002']","['Female', 'Male']","['Female', nan]"
Technique de factorisation multi-biais pour des recommandations dynamiques.,"['Hubert Naacke', 'Modou Gueye', 'Talel Abdessalem']","['Naacke', 'Gueye', 'Abdessalem']","['Hubert', 'Modou', 'Talel']","[3, 1, 2]","['2013', '2013', '2013']","['Male', 'Female', 'Male']","[nan, 'Female', nan]"
Tendances dans les expressions de gènes - application à l&apos;analyse du transcriptome de Plasmodium Falciparum.,"['François Trousset', 'Gérard Dray', 'Michel Crampes', 'Pascal Poncelet', 'Philippe Collet', 'Vincent Derozier']","['Trousset', 'Dray', 'Crampes', 'Poncelet', 'Collet', 'Derozier']","['Francois', 'Gerard', 'Michel', 'Pascal', 'Philippe', 'Vincent']","[4, 3, 6, 5, 1, 2]","['2005', '2005', '2005', '2005', '2005', '2005']","['Male', 'Male', 'Male', 'Male', 'Male', 'Male']","[nan, nan, nan, nan, 'Male', nan]"
Textmining - extension de la connexion de Galois floue.,"['Ali Jaoua', 'Cherif Chiraz Latiri', 'Sadok Ben Yahia', 'Samir Elloumi']","['Jaoua', 'Chiraz', 'Ben', 'Elloumi']","['Ali', 'Cherif', 'Sadok', 'Samir']","[4, 1, 3, 2]","['2002', '2002', '2002', '2002']","['Male', 'Male', 'Male', 'Male']","[nan, 'Male', nan, nan]"
To initiate a corporate memory with a knowledge compendium - ten years of learning from experience with the Ardans method.,"['Alain Berger', 'Vincent Besson']","['Berger', 'Besson']","['Alain', 'Vincent']","[2, 1]","['2015', '2015']","['Male', 'Male']","[nan, 'Male']"
ToTeM - une méthode de détection de communautés adaptées aux réseaux d&apos;information.,"['Christine Largeron', 'David Combe', 'Elöd Egyed-Zsigmond', 'Mathias Géry']","['Largeron', 'Combe', 'Egyed-Zsigmond', 'Géry']","['Christine', 'David', 'Elod', 'Mathias']","[2, 1, 3, 4]","['2013', '2013', '2013', '2013']","['Female', 'Male', 'UKN', 'Male']","[nan, 'Male', nan, nan]"
Towards Linked Data Extraction From Tweets.,"['Dino Ienco', 'Konstantin Todorov', 'Manel Achichi', 'Zohra Bellahsene']","['Ienco', 'Todorov', 'Achichi', 'Bellahsene']","['Dino', 'Konstantin', 'Manel', 'Zohra']","[3, 4, 1, 2]","['2015', '2015', '2015', '2015']","['Male', 'Male', 'Male', 'Female']","[nan, nan, 'Male', nan]"
Towards a Distributed Web Search Engine.,['Ricardo A. Baeza-Yates'],['A.'],['Ricardo'],[1],['2011'],['Male'],['Male']
Traitement de données de consommation électrique par un Système de Gestion de Flux de Données.,"['Georges Hébrail', 'Jean Louis Vitti', 'Raja Chiky', 'Talel Abdessalem']","['Hébrail', 'Louis', 'Chiky', 'Abdessalem']","['Georges', 'Jean', 'Raja', 'Talel']","[3, 4, 2, 1]","['2007', '2007', '2007', '2007']","['Male', 'Male', 'Female', 'Male']","[nan, nan, nan, 'Male']"
Transition de phase et apprentissage relationnel - une analyse critique.,"['Attilio Giordana', 'Lorenza Saitta']","['Giordana', 'Saitta']","['Attilio', 'Lorenza']","[1, 2]","['2003', '2003']","['Male', 'Female']","['Male', nan]"
Tulip - a scalable graph visualization framework.,"['Antoine Lambert', 'Bruno Pinaud', 'Daniel W. Archambault', 'David Auber', 'Guy Melançon', 'Jonathan Dubois', 'Maylis Delest', 'Morgan Mathiaut', 'Patrick Mary', 'Romain Bourqui']","['Lambert', 'Pinaud', 'W.', 'Auber', 'Melançon', 'Dubois', 'Delest', 'Mathiaut', 'Mary', 'Bourqui']","['Antoine', 'Bruno', 'Daniel', 'David', 'Guy', 'Jonathan', 'Maylis', 'Morgan', 'Patrick', 'Romain']","[5, 8, 6, 1, 10, 4, 9, 3, 2, 7]","['2010', '2010', '2010', '2010', '2010', '2010', '2010', '2010', '2010', '2010']","['Male', 'Male', 'Male', 'Male', 'Male', 'Male', 'Female', 'Female', 'Male', 'Male']","[nan, nan, nan, 'Male', nan, nan, nan, nan, nan, nan]"
Un Modèle de Factorisation de Poisson pour la Recommandation de Points dIntérêt.,"['Hubert Naacke', 'Jean-Benoît Griesner', 'Talel Abdessalem']","['Naacke', 'Griesner', 'Abdessalem']","['Hubert', 'Jean-Benoit', 'Talel']","[3, 1, 2]","['2017', '2017', '2017']","['Male', 'Male', 'Male']","[nan, 'Male', nan]"
Un algorithme EM pour une version parcimonieuse de l&apos;analyse en composantes principales probabiliste.,"['Charles Bouveyron', 'Julien Jacques']","['Bouveyron', 'Jacques']","['Charles', 'Julien']","[1, 2]","['2015', '2015']","['Male', 'Male']","['Male', nan]"
Un algorithme de classification automatique pour des données relationnelles multivues.,"['Filipe M. de Melo', 'Francisco de A. T. de Carvalho', 'Thierry Despeyroux', 'Yves Lechevallier']","['M.', 'de', 'Despeyroux', 'Lechevallier']","['Filipe', 'Francisco', 'Thierry', 'Yves']","[2, 1, 4, 3]","['2012', '2012', '2012', '2012']","['Male', 'Male', 'Male', 'Male']","[nan, 'Male', nan, nan]"
Un algorithme de classification topographique non supervisée à deux niveaux simultanés.,"['Guénaël Cabanes', 'Younès Bennani']","['Cabanes', 'Bennani']","['Guenael', 'Younes']","[1, 2]","['2008', '2008']","['Male', 'Male']","['Male', nan]"
Un algorithme stable de décomposition pour l&apos;analyse des réseaux sociaux dynamiques.,"['Fabien Jourdan', 'Paolo Simonetto', 'Romain Bourqui']","['Jourdan', 'Simonetto', 'Bourqui']","['Fabien', 'Paolo', 'Romain']","[3, 2, 1]","['2009', '2009', '2009']","['Male', 'Male', 'Male']","[nan, nan, 'Male']"
Un cadre topologique pour OLAP.,"['Fadila Bentayeb', 'Nicolas Nicoloyannis', 'Omar Boussaid']","['Bentayeb', 'Nicoloyannis', 'Boussaid']","['Fadila', 'Nicolas', 'Omar']","[1, 3, 2]","['2001', '2001', '2001']","['Female', 'Male', 'Male']","['Female', nan, nan]"
Un espace de généralisations pour l&apos;extraction de règles d&apos;association.,"['Isabelle Bournaud', 'Mélanie Courtine']","['Bournaud', 'Courtine']","['Isabelle', 'Melanie']","[1, 2]","['2001', '2001']","['Female', 'Female']","['Female', nan]"
Un générateur de réseaux dynamiques attribués avec structure communautaire.,"['Baptiste Jeudy', 'Christine Largeron', 'Osmar R. Zaïane', 'Oualid Benyahia']","['Jeudy', 'Largeron', 'R.', 'Benyahia']","['Baptiste', 'Christine', 'Osmar', 'Oualid']","[3, 2, 4, 1]","['2017', '2017', '2017', '2017']","['Male', 'Female', 'Male', 'UKN']","[nan, nan, nan, 'UKN']"
Un k plus proches voisins rapide.,['Christopher Corsia'],['Corsia'],['Christopher'],[1],['2003'],['Male'],['Male']
Un modèle Bayésien de co-clustering de données mixtes.,"['Aichetou Bouchareb', 'Fabrice Clérot', 'Fabrice Rossi', 'Marc Boullé']","['Bouchareb', 'Clérot', 'Rossi', 'Boullé']","['Aichetou', 'Fabrice', 'Fabrice', 'Marc']","[1, 4, 3, 2]","['2018', '2018', '2018', '2018']","['Female', 'Male', 'Male', 'Male']","['Female', nan, nan, nan]"
Un modèle d&apos;espace vectoriel de concepts pour noyaux sémantiques.,['Sujeevan Aseervatham'],['Aseervatham'],['Sujeevan'],[1],['2008'],['Female'],['Female']
Un modèle d&apos;extraction de masses de croyance à partir de probabilités à postériori pour une amélioration des performances en classification supervisée.,"['Benoit M. Macq', 'Monique Noirhomme-Fraiture', 'Teh Amouh']","['M.', 'Noirhomme-Fraiture', 'Amouh']","['Benoit', 'Monique', 'Teh']","[3, 2, 1]","['2010', '2010', '2010']","['Male', 'Female', 'Female']","[nan, nan, 'Female']"
Un modèle extensible adapté à la gestion de dépêches d&apos;agences de presse.,"['Alain Bouju', 'Cyril Faucher', 'Frédéric Bertrand', 'Jean-Yves Lafaye', 'Marie-Christine Lafaye']","['Bouju', 'Faucher', 'Bertrand', 'Lafaye', 'Lafaye']","['Alain', 'Cyril', 'Frederic', 'Jean-Yves', 'Marie-Christine']","[5, 2, 1, 4, 3]","['2006', '2006', '2006', '2006', '2006']","['Male', 'Male', 'Male', 'Male', 'Female']","[nan, nan, 'Male', nan, nan]"
Un nouvel algorithme de forêts aléatoires d&apos;arbres obliques particulièrement adapté à la classification de données en grandes dimensions.,"['Nguyen-Khang Pham', 'Philippe Lenca', 'Stéphane Lallich', 'Thanh-Nghi Do']","['Pham', 'Lenca', 'Lallich', 'Do']","['Nguyen-Khang', 'Philippe', 'Stephane', 'Thanh-Nghi']","[3, 4, 2, 1]","['2009', '2009', '2009', '2009']","['Female', 'Male', 'Male', 'Male']","[nan, nan, nan, 'Male']"
Un outil pour la visualisation de relations entre gènes.,"['Jean-Marc Petit', 'Marie Agier']","['Petit', 'Agier']","['Jean-Marc', 'Marie']","[2, 1]","['2007', '2007']","['Male', 'Female']","[nan, 'Female']"
Un système cellulaire neuro-symbolique pour l&apos;extraction et la gestion de connaissances.,"['Baghdad Atmani', 'Bouziane Beldjilali', 'Mohamed Benamina']","['Atmani', 'Beldjilali', 'Benamina']","['Baghdad', 'Bouziane', 'Mohamed']","[1, 3, 2]","['2011', '2011', '2011']","['Male', 'Male', 'Male']","['Male', nan, nan]"
Un système d&apos;aide à l&apos;extraction de relations sémantiques pour la construction d&apos;ontologies à partir de textes.,"['Adeline Nazarenko', 'Rim Bentebibel', 'Sylvie Szulman']","['Nazarenko', 'Bentebibel', 'Szulman']","['Adeline', 'Rim', 'Sylvie']","[2, 1, 3]","['2010', '2010', '2010']","['Female', 'UKN', 'Female']","[nan, 'UKN', nan]"
