,authors,nom,prenom,rank_author,title,year,sex
735,Bruno Tixier,Tixier,Bruno,2,Capitaliser et partager des connaissances - une approche fondée sur l&apos;exploitation d&apos;un système à base de connaissances de type tâche/méthode.,2001,Male
1313,Budi Sentana,Sentana,Budi,5,DBFrequentQueries - Extraction de requêtes fréquentes.,2009,Male
1576,Béatrice Fuchs,Fuchs,Beatrice,1,Plusieurs contributions à la gestion des connaissances par capitalisation d&apos;expérience.,2001,Female
1386,Bénédicte Le Grand,Le,Benedicte,2,Sémantique et contextes conceptuels pour la recherche d&apos;information.,2007,UKN
895,Caroline Collet,Collet,Caroline,1,Détection d&apos;opinions dans des tweets.,2014,Female
933,Catherine Combes,Combes,Catherine,1,Utilisation de la théorie des dépendances fonctionnelles pour la conception logique d&apos;un entrepôt de données.,2002,Female
927,Catherine Comparot,Comparot,Catherine,3,Enrichissement d&apos;ontologies grâce à l&apos;annotation sémantique de pages web.,2013,Female
932,Catherine Faron-Zucker,Faron-Zucker,Catherine,3,Annotation de textes par extraction d&apos;informations lexico-syntaxiques et acquisition de schémas conceptuels de causalité.,2005,Female
928,Catherine Faron-Zucker,Faron-Zucker,Catherine,2,Modélisation de documents réglementaires dans le domaine du bâtiment.,2012,Female
929,Catherine Faron-Zucker,Faron-Zucker,Catherine,6,ISICIL - intégration sémantique d&apos;informations à travers des communautés d&apos;intelligence en ligne.,2011,Female
930,Catherine Faron-Zucker,Faron-Zucker,Catherine,2,Gestion sémantique des droits d&apos;accès au contenu - l&apos;ontologie AMO.,2010,Female
1301,Cecilia Zanni,Zanni,Cecilia,3,CISNA - Un système hybride LD+Règles pour gérer des connaissances.,2009,Female
1022,Chabane Djeraba,Djeraba,Chabane,4,Ré-identification de personnes dans les journaux télévisés basée sur les Histogrammes spatio-temporels.,2012,Male
1023,Chabane Djeraba,Djeraba,Chabane,4,MuMIE - Une approche automatique pour l&apos;interopérabilité des métadonnées.,2011,Male
1027,Chabane Djeraba,Djeraba,Chabane,4,Analyse globale du flux optique pour la détection d&apos;évènements dans une scène de foule.,2010,Male
1024,Chabane Djeraba,Djeraba,Chabane,4,Reconnaissance d&apos;actions par modélisation du mouvement.,2011,Male
1025,Chabane Djeraba,Djeraba,Chabane,4,Analyse spatiotemporelle des vecteurs de mouvement - application au comptage des personnes.,2011,Male
1026,Chabane Djeraba,Djeraba,Chabane,4,Prédiction de séries temporelles et applications à l&apos;analyse de séquences vidéos.,2010,Male
940,Chahrazed Bouhini,Bouhini,Chahrazed,1,Modèle de Recherche d&apos;Information Sociale Centré Utilisateur.,2013,Male
1045,Chantal Reynaud,Reynaud,Chantal,2,La découverte de mappings dans SomeRDFS.,2008,Female
1044,Chantal Soulé-Dupuy,Soulé-Dupuy,Chantal,3,Evaluation rapide du diamètre d&apos;un graphe.,2012,Female
699,Charles Bouveyron,Bouveyron,Charles,1,Un algorithme EM pour une version parcimonieuse de l&apos;analyse en composantes principales probabiliste.,2015,Male
916,Chedi Bechikh Ali,Bechikh,Chedi,1,Extraction et filtrage de syntagmes nominaux pour la Recherche d&apos;Information.,2013,Male
546,Chedy Raïssi,Raïssi,Chedy,3,Fouille de motifs séquentiels pour l&apos;élicitation de stratégies à partir de traces d&apos;interactions entre agents en compétition.,2014,Male
547,Chedy Raïssi,Raïssi,Chedy,2,Vers une mesure de similarité pour les séquences complexes.,2013,Male
545,Chedy Raïssi,Raïssi,Chedy,3,Découverte de sous-groupes avec les arbres de recherche de Monte Carlo.,2017,Male
426,Cheikh Talibouya Diop,Talibouya,Cheikh,2,Echantillonnage de motifs séquentiels sous contrainte sur la norme.,2018,Male
1373,Cherif Chiraz Latiri,Chiraz,Cherif,2,Approche hybride de classification supervisée à base de treillis de Galois - application à la reconnaissance de visages.,2008,Male
1374,Cherif Chiraz Latiri,Chiraz,Cherif,1,Textmining - extension de la connexion de Galois floue.,2002,Male
725,Chiraz Latiri,Latiri,Chiraz,2,Approche d&apos;extraction de classes interlangues à partir de documents multilingues à base de Concepts Fermés.,2015,Male
1577,Chirine Ghedira,Ghedira,Chirine,1,Gestion des connaissances et navigation hypermédia adaptative.,2001,Female
793,Christel Vrain,Vrain,Christel,4,"Apprentissage non supervisé de dépendances syntaxiques à partir de texte étiqueté, plusieurs variantes de PCFG légères.",2014,Female
794,Christel Vrain,Vrain,Christel,3,Une approche en programmation par contraintes pour la classification non supervisée.,2013,Female
795,Christel Vrain,Vrain,Christel,5,Une mesure de proximité et une méthode de regroupement pour l&apos;aide à l&apos;acquisition d&apos;ontologies spécialisées.,2006,Female
796,Christel Vrain,Vrain,Christel,3,PoBOC - un algorithme de &quot;soft-clustering&quot;. Applications à l&apos;apprentissage de règles et au traitement de données textuelles.,2004,Female
566,Christian Belbèze,Belbèze,Christian,1,Evaluation rapide du diamètre d&apos;un graphe.,2012,Male
568,Christian Chervet,Chervet,Christian,2,Problématiques de gestion de connaissances dans le cadre de l&apos;enseignement à distance sur l&apos;Internet.,2005,Male
567,Christian Ernst,Ernst,Christian,1,Extraction de règles de corrélation décisionnelles.,2009,Male
569,Christian Lautier,Lautier,Christian,4,Une application industrielle d&apos;extraction de l&apos;information pour l&apos;intelligence économique.,2002,Male
565,Christian Pomot,Pomot,Christian,2,Veille dInformation sur le Web avec Re-Watch.,2017,Male
1051,Christiane Guinot,Guinot,Christiane,5,Méthodes multiblocs pour l&apos;identification de gènes associés au vieillissement cutané chez 502 femmes caucasiennes adultes.,2012,Female
1052,Christiane Guinot,Guinot,Christiane,3,Exploration de données multimédia par réalité virtuelle.,2003,Female
416,Christine Froidevaux,Froidevaux,Christine,2,Interrogation de sources biomédicales - prise en compte des préférences de l&apos;utilisateur.,2004,Female
415,Christine Golbreich,Golbreich,Christine,4,Classification des compte-rendus mammographiques à partir d&apos;une ontologie radiologique en OWL.,2006,Female
419,Christine Julien 0002,Julien,Christine,2,ISIDORView - une interface de visualisation des résultats de recherche d&apos;informations.,2001,Female
418,Christine Julien 0002,Julien,Christine,2,Aide à la navigation sur le web - Réutilisation de l&apos;expérience des utilisateurs.,2002,Female
410,Christine Largeron,Largeron,Christine,2,Mesure d&apos;influence via les indicateurs de centralité dans les réseaux sociaux.,2015,Female
411,Christine Largeron,Largeron,Christine,2,Identification d&apos;auteurs par apprentissage automatique.,2015,Female
412,Christine Largeron,Largeron,Christine,2,Vers une modularité pour données vectorielles.,2014,Female
409,Christine Largeron,Largeron,Christine,2,Un générateur de réseaux dynamiques attribués avec structure communautaire.,2017,Female
413,Christine Largeron,Largeron,Christine,3,Modèle de Recherche d&apos;Information Sociale Centré Utilisateur.,2013,Female
414,Christine Largeron,Largeron,Christine,2,ToTeM - une méthode de détection de communautés adaptées aux réseaux d&apos;information.,2013,Female
417,Christine Sybord,Sybord,Christine,2,Un type d&apos;agent cognitif pour l&apos;intégration de plusieurs modèles de connaissances.,2003,Female
408,Christine Zarges,Zarges,Christine,2,Nouveau Modèle de Sélection de Caractéristiques basé sur la Théorie des Ensembles Approximatifs pour les Données Massives.,2018,Female
132,Christophe Brouard,Brouard,Christophe,1,Veille dInformation sur le Web avec Re-Watch.,2017,Male
136,Christophe Candillier,Candillier,Christophe,1,Outil de classification et de visualisation de grands volumes de données mixtes.,2005,Male
135,Christophe Coppens,Coppens,Christophe,3,Faire vivre un référentiel métier dans l&apos;industrie - le système de gestion de connaissances ICARE.,2006,Male
134,Christophe Dousson,Dousson,Christophe,1,Contrôle des observations pour la gestion des systèmes de flux de données.,2009,Male
131,Christophe Marsala,Marsala,Christophe,3,Extraction de connaissances sur les défaillances de compteurs d&apos;essieux.,2018,Male
133,Christophe Nicolle,Nicolle,Christophe,4,Reconstruction et analyse sémantique de chronologies cybercriminelles.,2014,Male
130,Christophe Nicolle,Nicolle,Christophe,3,Analyse Ontologique de scénario dans un contexte Big Data.,2018,Male
138,Christophe Roche,Roche,Christophe,3,Ontologies et traitement du courrier électronique.,2002,Male
137,Christophe Roche,Roche,Christophe,2,Maintenance de bases de connaissances terminologiques.,2004,Male
1535,Christopher Corsia,Corsia,Christopher,1,Un k plus proches voisins rapide.,2003,Male
3,Claire François,François,Claire,3,Analyse comparative de classifications - apport des règles d&apos;association floues.,2005,Female
2,Claire François,François,Claire,3,Règles d&apos;association avec une prémisse composée - mesure du gain d&apos;information.,2006,Female
1,Claire Gauzente,Gauzente,Claire,2,Méta-analyse ordinale d&apos;enquêtes d&apos;opinion Application aux usages de l&apos;Internet des objets en entreprise.,2018,Female
4,Claire Nedellec,Nedellec,Claire,2,Aide à la conception de méthodes de classification pour la construction d&apos;ontologies - l&apos;atelier Mo&apos;K.,2001,Female
328,Clément Caron,Caron,Clement,1,WebLab - une plateforme collaborative dédiée à la capitalisation de connaissances.,2012,Male
327,Clément Charnay,Charnay,Clement,1,Approche relationnelle de l&apos;apprentissage de séquences.,2015,Male
329,Clément Chatelain 0001,Chatelain,Clement,1,Extraction automatique de champs numériques dans des documents manuscrits.,2006,Male
326,Clément Christophe,Christophe,Clement,1,Utilisation de techniques de modélisation thématiques pour la détection de nouveauté dans des flux de données textuelles.,2018,Male
959,Clémentine Nebut,Nebut,Clementine,4,Analyse Relationnelle de Concepts pour l&apos;exploration de données relationnelles.,2013,Female
834,Coriane Nana Jipmo,Nana,Coriane,2,Réconciliation des profils dans les réseaux sociaux.,2014,Female
1134,Cristina Tîrnauca,Tîrnauca,Cristina,2,Closed-set-based Discovery of Representative Association Rules Revisited.,2011,Female
600,Cyril Faucher,Faucher,Cyril,2,Un modèle extensible adapté à la gestion de dépêches d&apos;agences de presse.,2006,Male
599,Cyril Ray,Ray,Cyril,2,Mesure de la confiance dans les systèmes dinformation - application aux données de navires.,2017,Male
1561,Cyrille Masson,Masson,Cyrille,3,Extraction de motifs séquentiels sous contraintes de similarité.,2002,Male
1481,Cécile Million-Rousseau,Million-Rousseau,Cecile,3,Maintenance de bases de connaissances terminologiques.,2004,Female
1482,Cécile Million-Rousseau,Million-Rousseau,Cecile,2,Ontologies et traitement du courrier électronique.,2002,Female
1478,Cédric Archaux,Archaux,Cedric,1,Détection par SVM - Application à la détection de churn en téléphonie mobile prépayée.,2004,Male
1479,Cédric Richard,Richard,Cedric,2,Classification en temps-fréquence à partir de données expertisées - Application à la détection des complexes-K.,2002,Male
1376,Céline Rouveirol,Rouveirol,Celine,2,Recherche adaptative de structures de régulation génétique.,2008,Female
422,Damien M. de Vienne,M.,Damien,2,Identification de complexes protéine-protéine par combinaison de classifieurs. Application à Escherichia Coli.,2013,Male
421,Damien Nouvel,Nouvel,Damien,2,Évaluation comparative d&apos;algorithmes de centralité pour la détection d&apos;influenceurs.,2018,Male
815,Dan A. Simovici,A.,Dan,2,Evaluating Bayesian Networks by Sampling with Simplified Assumptions.,2012,Male
816,Dan A. Simovici,A.,Dan,3,Entropic-Genetic Clustering.,2011,Male
817,Dan A. Simovici,A.,Dan,3,Biclustering of Gene Expression Data Based on Local Nearness.,2006,Male
814,Dan A. Simovici,A.,Dan,2,Representative training sets for classification and the variability of empirical distributions.,2014,Male
887,Dana Codreanu,Codreanu,Dana,1,Modélisation de trajectoires cible/caméra - requêtes spatio-temporelles dans le cadre de la videosurveillance.,2014,Female
1212,Daniel Beauchêne,Beauchêne,Daniel,1,Ontologies et traitement du courrier électronique.,2002,Male
1211,Daniel Beauchêne,Beauchêne,Daniel,1,Maintenance de bases de connaissances terminologiques.,2004,Male
1209,Daniel W. Archambault,W.,Daniel,6,Tulip - a scalable graph visualization framework.,2010,Male
1309,Danielle Boulanger,Boulanger,Danielle,2,Management des connaissances dans le domaine du patrimoine culturel.,2009,Male
1382,Danièle Hérin,Hérin,Daniele,2,RAS - Un outil pour l&apos;annotation de documents basée sur les liens de citation.,2007,Female
1383,Danièle Hérin,Hérin,Daniele,3,Règles de propagation pour la création d&apos;ontologies d&apos;annotation de ressources.,2005,Female
866,Danny Lo Seen,Lo,Danny,3,Intégration de plusieurs formes de représentations spatiales dans un modèle de simulation.,2014,Male
612,David Auber,Auber,David,1,Visualisation de graphes avec Tulip - exploration interactive de grandes masses de données en appui à la fouille de données et à l&apos;extraction de connaissances.,2007,Male
608,David Auber,Auber,David,1,Tulip - a scalable graph visualization framework.,2010,Male
604,David Combe,Combe,David,1,Vers une modularité pour données vectorielles.,2014,Male
605,David Combe,Combe,David,1,ToTeM - une méthode de détection de communautés adaptées aux réseaux d&apos;information.,2013,Male
606,David Genest,Genest,David,3,Validation d&apos;une carte cognitive.,2013,Male
607,David Genest,Genest,David,2,"Cartes cognitives - une exploitation à base d&apos;échelle, vue et profil.",2011,Male
610,David Genest,Genest,David,2,Les cartes cognitives hiérarchiques.,2008,Male
603,David Gross-Amblard,Gross-Amblard,David,2,Extraction de chroniques discriminantes.,2017,Male
611,David Grosser,Grosser,David,2,Méthodologie de définition de e-services pour la gestion des connaissances à partir d&apos;un plateau de créativité - application au e-learning instrumental.,2008,Male
613,David William Pearson,William,David,5,Modélisation dynamique et temporelle de l&apos;utilisateur pour un filtrage personnalisé de documents textuels.,2004,Male
926,Davide Buscaldi,Buscaldi,Davide,1,Exploitation de l&apos;asymétrie entre termes pour l&apos;extraction automatique de taxonomies à partir de textes.,2012,Male
925,Davide Buscaldi,Buscaldi,Davide,2,Enrichissement d&apos;ontologies grâce à l&apos;annotation sémantique de pages web.,2013,Male
1422,Delphine Bernhard,Bernhard,Delphine,1,Extraction multilingue de termes à partir de leur structure morphologique.,2006,Female
1302,Denis Cavallucci,Cavallucci,Denis,4,CISNA - Un système hybride LD+Règles pour gérer des connaissances.,2009,Male
1303,Denis Debarbieux,Debarbieux,Denis,2,Modèles de données semi-structurées et contraintes d&apos;inclusion.,2003,Male
1304,Denis Maurel,Maurel,Denis,2,Prétraitements pour l&apos;extraction de connaissances sur les anthroponymes.,2001,Male
945,Dhafer Lahbib,Lahbib,Dhafer,2,Vers une Automatisation de la Construction de Variables pour la Classification Supervisée.,2013,Male
